,id,date,rawContent,cleaned_content,english_relative_frequency
8,9,2022-01-01 23:51:18+00:00,"1. Budhadhdham Sharnam Gachchami.

A man must swallow more belief than he can digest. https://t.co/XlDf7jVTGF",1 budhadhdham sharnam gachchami a man must swallow more belief than he can digest,0.7692307692307693
55,56,2022-01-01 22:04:00+00:00,Tarval SQ ( OFFICIAL VIDEO ) https://t.co/e2uU8KFOLt,tarval sq official video,0.75
42,243,2022-01-03 23:18:13+00:00,"India... Mumbai💞 Haji Ali 💞
Good morning 🌅
Assalam alaikum 💞 https://t.co/LLolD2ZWId",india mumbai haji ali good morning assalam alaikum,0.75
66,267,2022-01-03 22:55:59+00:00,"1. Om Taarai Savaha (Maata Tara Daivi Kaa Mantra Hai)

Anger is one of the sinews of the soul. https://t.co/J0nuVWuoxf",1 om taarai savaha maata tara daivi kaa mantra hai anger is one of the sinews of the soul,0.7222222222222222
75,276,2022-01-03 22:43:00+00:00,Today i am Going to Dehradun Uttrakhand https://t.co/g7UjcRr5dj,today i am going to dehradun uttrakhand,0.7142857142857143
80,281,2022-01-03 22:31:09+00:00,"Do gaj ki duri ,
Mask hai jaruri ❣️
#MaskUpIndia https://t.co/BpxCXxrVI5",do gaj ki duri mask hai jaruri,0.7142857142857143
91,292,2022-01-03 22:21:24+00:00,"In all ernest, i would rather concentrate on my Chole Bature or MotiChoor ladoo if and when I visit Haldirams ! https://t.co/8tPSXPKWA5",in all ernest i would rather concentrate on my chole bature or motichoor ladoo if and when i visit haldirams,0.75
92,293,2022-01-03 22:19:16+00:00,"I,Tanvi Sharma,Law Student of Shri Gobind Singh Inderparstha , University,Delhi Dr.Vijay whose clinic""Sonadi Animal Care Centre""
I request ur @narendramodi
to inspect his clinic and ban him from practising in future @PMOIndia @PRupala @CPDelhi @LtGovDelhi https://t.co/S2HhEgJK8O",itanvi sharmalaw student of shri gobind singh inderparstha universitydelhi dr vijay whose clinicsonadi animal care centre i request ur to inspect his clinic and ban him from practising in future,0.7333333333333333
65,366,2022-01-04 23:15:32+00:00,"1. Om Hareeng Shareeng Parshvanathy Nameh.

A man lives by believing something, not by debating and arguing about many things. https://t.co/uHwoWEpCKb",1 om hareeng shareeng parshvanathy nameh a man lives by believing something not by debating and arguing about many things,0.7894736842105263
71,372,2022-01-04 23:10:10+00:00,"Nature-ral 20-20 too! 
🌬️🍃🦋 @ UP https://t.co/X9XULaetRf",nature ral 20 20 too up,0.75
24,425,2022-01-05 23:29:49+00:00,"@Poonam0883 @SushantBSinha https://t.co/UxVDpvVhri
Yeh lo. Padh lo.",yeh lo padh lo,0.75
38,439,2022-01-05 23:15:39+00:00,"15. Jaan bachaanie Hai tou Paisai dai dai. 
Yours faithfully
Ishwer Singh Gola
Date -6-1-2022 , Time:4:45 AM.",15 jaan bachaanie hai tou paisai dai dai yours faithfully ishwer singh gola date 6 1 2022 time445 am,0.7142857142857143
40,441,2022-01-05 23:15:02+00:00,"@Bittub933430 @ArpitBnsl @Suhelseth Theek hai, deal
Bas ek baar is dokhle ko dafa karo india se.
Fir Italy ko bhagate hain",theek hai deal bas ek baar is dokhle ko dafa karo india se fir italy ko bhagate hain,0.7777777777777778
43,444,2022-01-05 23:13:10+00:00,"O Meharban Dekho Zara*Geeta Mera Naam (1974)
Sadhana in a very hilarious train scene. Story of twin sisters ,one good and one bad.
https://t.co/p4tztTGFWy
Release date :  24 March 1974
https://t.co/lry8PFxUj7

https://t.co/NcN2aT6zU2 https://t.co/u7hY42act2",o meharban dekho zara geeta mera naam 1974 sadhana in a very hilarious train scene story of twin sisters one good and one bad release date 24 march 1974,0.7692307692307693
54,455,2022-01-05 23:00:48+00:00,Normal service charges Activa ka 550 bicke ka 500,normal service charges activa ka 550 bicke ka 500,0.7142857142857143
65,466,2022-01-05 22:56:49+00:00,"1. Om Hareeng Shareeng Parshvanathy Nameh.

The essence of belief is the establishment a habit. https://t.co/2IfxnV3lro",1 om hareeng shareeng parshvanathy nameh the essence of belief is the establishment a habit,0.7142857142857143
91,492,2022-01-05 22:37:56+00:00,@NimraReal boot baar or aap ??,boot baar or aap,0.75
5,506,2022-01-06 23:59:29+00:00,"1. Jai shree Radhe Rani Radhe Rani Radhe Rani.

I believe in order to understand. https://t.co/MyBopujKWH",1 jai shree radhe rani radhe rani radhe rani i believe in order to understand,0.7857142857142857
81,582,2022-01-06 21:59:56+00:00,Aj delhi airport me 10 euro na dene ke chkr me ek person ko positive bna diya he jo negative he,aj delhi airport me 10 euro na dene ke chkr me ek person ko positive bna diya he jo negative he,0.75
12,613,2022-01-07 23:47:21+00:00,"तेज़ तूफ़ानी बारिश के बीच IGI Airport पौहुँचा हूँ, 4:55 Flight है Gujarat (Ahmedabad) की Coverage पर जा रहा हूँ।
यहाँ मुसाफ़िर बहुत परेशान नज़र आए। हवाई अड्डा कम बस अड्डा ज़्यादा मालूम दे रहा है। 
दोनों Vaccines लेने और सभी Tests के बाद भी मुसाफ़िरों को बहुत परेशान किया जा रहा है https://t.co/dX3YN7gKCe",igi airport 455 flight gujarat ahmedabad coverage vaccines tests,0.75
96,797,2022-01-08 22:46:39+00:00,Public winner Umar riaz,public winner umar riaz,0.75
98,799,2022-01-08 22:44:41+00:00,Public winner Umar Riaz,public winner umar riaz,0.75
42,843,2022-01-09 23:20:09+00:00,"Shocked and saddened by the sudden demise of Shri #RameshBabu Garu. 
Condolences and strength to Krishna Garu, @urstrulyMahesh garu and entire Ghattamaneni family.
#RIPRameshBabu 🙏     #RIPRameshBabu https://t.co/RJruxJLwlO",shocked and saddened by the sudden demise of shri garu condolences and strength to krishna garu garu and entire ghattamaneni family,0.7142857142857143
56,857,2022-01-09 22:49:01+00:00,@starrytalks Apki love marriage thi?,apki love marriage thi,0.75
64,865,2022-01-09 22:25:52+00:00,"PUBLIC WINNER UMAR RIAZ

@realumarriaz ❣️ https://t.co/e1NbrX1yq7",public winner umar riaz,0.75
77,878,2022-01-09 22:12:54+00:00,@JimLeitrim2 Or dry gin hahahaha 🤣🙈,or dry gin hahahaha,0.75
90,891,2022-01-09 21:55:07+00:00,Just posted a photo @ Mahagun Mall Vaishali https://t.co/gu5CkaUZ6o,just posted a photo mahagun mall vaishali,0.7142857142857143
83,984,2022-01-10 22:03:35+00:00,Some nyts r hard to go by for others....                                   I'm Akashdeep Singh Kwatra,some nyts r hard to go by for others im akashdeep singh kwatra,0.7692307692307693
10,1111,2022-01-12 23:28:11+00:00,"Here in RZ-97 TF KHUSHI RAM
PARK .
UTTAM NAGAR MATIYALA NEW DELHI NEW
DELHI 110059, Jal board water supply not functioning from last 3 days. Please have a look into this and do needful.@ArvindKejriwal @Ceo_djb @DelhiJalBoard please do needful.",here in rz 97 tf khushi ram park uttam nagar matiyala new delhi newdelhi 110059 jal board water supply not functioning from last 3 days please have a look into this and do needful please do needful,0.7647058823529411
24,1125,2022-01-12 23:05:49+00:00,"@BrajeahMathur Only and lonely
Hameshaa",only and lonely hameshaa,0.75
82,1183,2022-01-12 21:50:24+00:00,Just posted a photo @ ASTRO Shaliini Malhottra https://t.co/MiuLXhBe3m,just posted a photo astro shaliini malhottra,0.7142857142857143
89,1190,2022-01-12 21:42:17+00:00,@ijyoti0811 Social media par sahi baat hai 👍 Jai shree ram 🙏,social media par sahi baat hai jai shree ram,0.7777777777777778
13,1214,2022-01-13 23:51:30+00:00,"@ssrajput288 @V_Choudhary_27 Jai mata di 🙏 shubh prabhat 🙏 mere bhai bandhu, 🙏Jai shree ram 🙏",jai mata di shubh prabhat mere bhai bandhu jai shree ram,0.7272727272727273
32,1233,2022-01-13 23:31:40+00:00,@sunil15403726 Jai shree ram 🙏 Jay shree Jay jay ram 🙏 shubh prabhat 🙏 mere bhai bandhu,jai shree ram jay shree jay jay ram shubh prabhat mere bhai bandhu,0.7692307692307693
57,1258,2022-01-13 22:49:56+00:00,@GautamK29230534 Jai Hind Jai Modi 🚩🚩,jai hind jai modi,0.75
58,1259,2022-01-13 22:48:00+00:00,@katiyar_urmila @bairva_tejram @Thakurain_Bindu @Kanchansinghch2 Jai Hind Jai Modi Jai Shri Ram 🚩,jai hind jai modi jai shri ram,0.7142857142857143
60,1261,2022-01-13 22:46:12+00:00,@GautamK29230534 Jai Hind Jai Modi Jai Shri Ram 🚩,jai hind jai modi jai shri ram,0.7142857142857143
71,1272,2022-01-13 21:56:43+00:00,#sukoon  har do pal  ka kal mile na mile 🖤,har do pal ka kal mile na mile,0.75
74,1275,2022-01-13 21:50:13+00:00,"@saurabhtop @me_Garima3 @LallantopSports Your interview with yogi proved how ill educated you are in journalism. No follow up questions, jo kahani  suna diya, usse huu huu kar ke sun liya. You lacked balls to probe with any counter question, saurabh! I must say, tumlog desi gamcha maar desi bechte ho. #Farzikhadijourno",your interview with yogi proved how ill educated you are in journalism no follow up questions jo kahani suna diya usse huu huu kar ke sun liya you lacked balls to probe with any counter question saurabh i must say tumlog desi gamcha maar desi bechte ho,0.723404255319149
33,1334,2022-01-14 23:03:32+00:00,@peeku79 @V_Choudhary_27 🚩🙏 jai shree ram jai jai ram 🙏🚩 shubh prabhat 🙏,jai shree ram jai jai ram shubh prabhat,0.75
37,1338,2022-01-14 22:55:34+00:00,This shawty sent me  ‘snap streaks’ and followed with a text that read “Do not open until when you’re alone” then I hastily scramble home only to open it and see Suratul Mulk😭shegiya mai kan kwakwa Suratul Mulk dinda na haddace tin ina dan 5yrs.,this shawty sent me snap streaks and followed with a text that read do not open until when youre alone then i hastily scramble home only to open it and see suratul mulkshegiya mai kan kwakwa suratul mulk dinda na haddace tin ina dan 5yrs,0.7727272727272727
47,1348,2022-01-14 22:33:26+00:00,All Sanghis are suspecting a Red under their bed https://t.co/htnTycl4iX,all sanghis are suspecting a red under their bed,0.7777777777777778
78,1379,2022-01-14 21:54:12+00:00,@airtelindia I am constantly requesting for airtel Fiber in burari!,i am constantly requesting for airtel fiber in burari,0.7777777777777778
93,1394,2022-01-14 21:43:56+00:00,"जिंदगी

science की तरह

होती है...

जितने xperiments करोगे

Result उतने ही

Better मिलेंगे.

#TRUE",science xperiments result better,0.75
52,1653,2022-01-17 22:20:21+00:00,"Very Siraj has been recovering well: Bumrah
                    https://t.co/KG5F78cfL0
                    
Trending videos, live news, celebs ke views...sab kuch on my Glance lockscreen! #YeGlanceHai👇
https://t.co/zd6wp4JwvT
Shared via Glance on my Xiaomi lockscreen. https://t.co/9CCXtFUesB",very siraj has been recovering well bumrah trending videos live news celebs ke views sab kuch on my glance lockscreen shared via glance on my xiaomi lockscreen,0.7777777777777778
54,1755,2022-01-18 22:49:38+00:00,Just posted a photo @ ASTRO Shaliini Malhottra https://t.co/vXaBTIHR4v,just posted a photo astro shaliini malhottra,0.7142857142857143
49,1850,2022-01-19 23:14:12+00:00,"YASS युगपुरुष अटल बिहारी वाजपेयी सेवा संस्थान के राष्ट्रीय सह सचिव @VinodYadav0707  ने *  घर घर गीता - हर घर गीता "" अभियान के तहत Textile Association of India के सचिव श्री उपाध्याय जी ( IIT, Delhi) के साथ मुझे श्रीमद भगवदगीता की प्रति प्रस्तुत की https://t.co/53FgsDnyVR",yass textile association of india iit delhi,0.7142857142857143
80,1881,2022-01-19 22:25:06+00:00,@ChelseaFC Buy lewendowski or Cavani or Suarez we need goals sack Lukaku he worthless please,buy lewendowski or cavani or suarez we need goals sack lukaku he worthless please,0.7142857142857143
35,1936,2022-01-20 23:38:38+00:00,@ianuragbisht Sushant day under Plug 19,sushant day under plug 19,0.75
87,1988,2022-01-20 22:15:21+00:00,"Office in Vatika Atrium, #GolfCourseRoad #OfficeSpace #ForRent #Gurgaon #Commercial #Property
https://t.co/1fmKauZoH4",office in vatika atrium,0.75
