,id,date,rawContent,cleaned_content
0,1,2022-01-01 23:59:51+00:00,Nagyi performs live at #mimlifeconcert22 https://t.co/iU9vehSx28,nagyi performs live at
1,2,2022-01-01 23:59:40+00:00,Ei wenne slight moan that,ei wenne slight moan that
2,3,2022-01-01 23:59:12+00:00,@kay_bee28 😂😂,
3,4,2022-01-01 23:59:07+00:00,@shattawalegh Sell Out,sell out
4,5,2022-01-01 23:58:45+00:00,4 years no hit. Everyday somebody’s mother. Ooh Nii 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️ https://t.co/BSV5C4vViu,4 years no hit everyday somebodys mother ooh nii
5,6,2022-01-01 23:58:44+00:00,@griff__00 Bro! We be too relaxed for this side! We make am small then we relax,bro we be too relaxed for this side we make am small then we relax
6,7,2022-01-01 23:58:29+00:00,Happy new year baby ❤️😍 https://t.co/xAG3pa8O86,happy new year baby
7,8,2022-01-01 23:58:16+00:00,@Airkuya Jon😆,jon
8,9,2022-01-01 23:57:52+00:00,@Delibans Bro!,bro
9,10,2022-01-01 23:57:45+00:00,The space way time them go close?,the space way time them go close
10,11,2022-01-01 23:57:41+00:00,Chale 😂😂😂 https://t.co/vdNq7Msop5,chale
11,12,2022-01-01 23:57:40+00:00,Okay so make king promise start dey use Egusi and amala for tracks inside???,okay so make king promise start dey use egusi and amala for tracks inside
12,13,2022-01-01 23:56:32+00:00,"I’ll post a lot this year. 
iMean pictures of myself 😁",ill post a lot this year imean pictures of myself
13,14,2022-01-01 23:56:29+00:00,@__effah @Kwaku____ She say like Captan and Addi Sef for step in 😭😭😭😭,she say like captan and addi sef for step in
14,15,2022-01-01 23:56:25+00:00,Is shatta still chatting shit ?,is shatta still chatting shit
15,16,2022-01-01 23:56:20+00:00,@shattawalegh 😂😂😂😂😂😂😂,
16,17,2022-01-01 23:56:09+00:00,"@shattawalegh Wale never go relax then them beat am 
Oh Ghana",wale never go relax then them beat am oh ghana
17,18,2022-01-01 23:55:58+00:00,"I'm loving today 1st January 2022
A lovely start big ups to @shattawalegh and @burnaboy 
Vawulence...! Vawulence...!
#danzaconme 
#HarryPotter20thAnniversary 
#",im loving today 1st january 2022 a lovely start big ups to and vawulence vawulence
18,19,2022-01-01 23:55:56+00:00,Them dey call you out ooo @ksheldongh 😂😂😂😂😂😂,them dey call you out ooo
19,20,2022-01-01 23:55:49+00:00,@_deLaaaLi See as your eye get🤣🤣,see as your eye get
20,21,2022-01-01 23:55:37+00:00,Aaaaahhhhhh @ksheldongh dey hear am again,aaaaahhhhhh dey hear am again
21,22,2022-01-01 23:55:27+00:00,Yie! Sheldon stray bullet😭😭😭😭,yie sheldon stray bullet
22,23,2022-01-01 23:54:54+00:00,@mistameister please end the space!!!!,please end the space
23,24,2022-01-01 23:54:53+00:00,"@yaoelliott @JoojoSuave_ Playing hard does not out you above critiques tho, he dey over use ""hardness""",playing hard does not out you above critiques tho he dey over use hardness
24,25,2022-01-01 23:54:37+00:00,dude is about to get cooked 😂😂,dude is about to get cooked
25,26,2022-01-01 23:54:33+00:00,"Broooooo 
Someone said Burna boy knew his album was going to blow so he didn’t include any Ghanaian 😂😂😂 https://t.co/W9eXn05xz9",broooooo someone said burna boy knew his album was going to blow so he didnt include any ghanaian
26,27,2022-01-01 23:54:13+00:00,Rondo mom paa  dier herh🤣🤣🤣 https://t.co/7kmqru4aYM,rondo mom paa dier herh
27,28,2022-01-01 23:53:47+00:00,"@shattawalegh Wale
Relax o bro",wale relax o bro
28,29,2022-01-01 23:53:44+00:00,@AbenaLipzil Hello 👋,hello
29,30,2022-01-01 23:53:43+00:00,😂 😂 😂 😂 https://t.co/7kmqru4aYM,
30,31,2022-01-01 23:53:36+00:00,"Exactly!! Shatta made him in his image and likeness and breathe life into him, go on..... https://t.co/v2VNEqSCIu",exactly shatta made him in his image and likeness and breathe life into him go on
31,32,2022-01-01 23:52:59+00:00,@OkwasiaBiNti I won't let you down,i wont let you down
32,33,2022-01-01 23:52:51+00:00,Fire k) weh kyi kakra,fire k weh kyi kakra
33,34,2022-01-01 23:52:01+00:00,Human Rights Twitter come inside,human rights twitter come inside
34,35,2022-01-01 23:51:57+00:00,@dat4renaboy Chale talk your mind eh ? 😩,chale talk your mind eh
35,36,2022-01-01 23:51:51+00:00,Feminists too login ebei,feminists too login ebei
36,37,2022-01-01 23:51:40+00:00,"Le seul et unique GOAT du rap galsen 💯💯
Bagn bagn beug https://t.co/BMN04CYZ6H",le seul et unique goat du rap galsen bagn bagn beug
37,38,2022-01-01 23:51:37+00:00,@Mhaame_Jayne @broken_heart490 Just saw the mistake ooh💔😂😂,just saw the mistake ooh
38,39,2022-01-01 23:51:26+00:00,"We chop the Xmas and new yr finish biaa .
Now let's endure the 47 days in January",we chop the xmas and new yr finish biaa now lets endure the 47 days in january
39,40,2022-01-01 23:51:13+00:00,@shattawalegh Herrrr Wale get mouth Oo Ei. You @burnaboy come stand your face rydee you go berg for help,herrrr wale get mouth oo ei you come stand your face rydee you go berg for help
40,41,2022-01-01 23:50:43+00:00,What in the name of modern day slavery is this https://t.co/BCMKAiQDgY,what in the name of modern day slavery is this
41,42,2022-01-01 23:50:26+00:00,@quame_age @Paula_White Amen 🔥🔥🔥,amen
42,43,2022-01-01 23:50:10+00:00,@Alianagolden 😂😂😂😂😂😂😂😂,
43,44,2022-01-01 23:50:05+00:00,@broken_heart490 @Mhaame_Jayne Ano see npo 💔😂😂😂,ano see npo
44,45,2022-01-01 23:49:54+00:00,@Mhaame_Jayne @broken_heart490 Defending *^,defending
45,46,2022-01-01 23:49:53+00:00,"@shattawalegh The question mark after the ""ur modaaa"" nu be what?.. go school, you say no!",the question mark after the ur modaaa nu be what go school you say no
46,47,2022-01-01 23:49:18+00:00,@ksheldongh My guy stop the nonsense and preach sense,my guy stop the nonsense and preach sense
47,48,2022-01-01 23:49:14+00:00,He say hello good evening aboa 😂😂,he say hello good evening aboa
48,49,2022-01-01 23:49:13+00:00,@shattawalegh @burnaboy Oh God,oh god
49,50,2022-01-01 23:49:03+00:00,@shattawalegh Reminder😁,reminder
50,51,2022-01-01 23:49:02+00:00,Interesting https://t.co/E2x7oxmHhu,interesting
51,52,2022-01-01 23:48:54+00:00,Once at a time. https://t.co/rxbCTTUlix,once at a time
52,53,2022-01-01 23:48:39+00:00,"At this point we’re repeating ourselves and them niggas wanna stay stupid, so let them lmao https://t.co/WGp6SKBIOl",at this point were repeating ourselves and them niggas wanna stay stupid so let them lmao
53,54,2022-01-01 23:48:26+00:00,"@ksheldongh If Medical tell u to put Ur properties on the table hope u can do same or,.........",if medical tell u to put ur properties on the table hope u can do same or
54,55,2022-01-01 23:48:23+00:00,@shattawalegh Diss am then stop that pussy pussy thing nu can you see how he dey diss you aah 😡,diss am then stop that pussy pussy thing nu can you see how he dey diss you aah
55,56,2022-01-01 23:48:18+00:00,@audrey_quist ❤️,
56,57,2022-01-01 23:48:08+00:00,Eeeewww https://t.co/sKIPwMOAGy,eeeewww
57,58,2022-01-01 23:48:00+00:00,Kwabena di accent no wc yenni!! Aboozigi,kwabena di accent no wc yenni aboozigi
58,59,2022-01-01 23:47:42+00:00,Waited till every bottle of water in this house finished 🤦🏾‍♀️,waited till every bottle of water in this house finished
59,60,2022-01-01 23:47:39+00:00,Momo nyame..Locate me!🙏🏾🙌🏾,momo nyame locate me
60,61,2022-01-01 23:47:36+00:00,@dzidzorr Tit for tat,tit for tat
61,62,2022-01-01 23:47:33+00:00,"My team and iJust wrapped up our first two tours for 2022! 🤩

This year, we pray for strength to do better than last year. We did 44 group tours last year. Let’s see how many we can do this year. 🙏🏾 https://t.co/OuDm6uHNEG",my team and ijust wrapped up our first two tours for 2022 this year we pray for strength to do better than last year we did 44 group tours last year lets see how many we can do this year
62,63,2022-01-01 23:47:20+00:00,@Mzmyn 😊,
63,64,2022-01-01 23:46:40+00:00,Please we dont want peace we want vawulence . Thank you 🤝 https://t.co/lyZEpulaci,please we dont want peace we want vawulence thank you
64,65,2022-01-01 23:46:39+00:00,@missadeyemi https://t.co/4FK0r65vd1,
65,66,2022-01-01 23:46:37+00:00,Bondai is very overrated. But I love y’all.,bondai is very overrated but i love yall
66,67,2022-01-01 23:46:35+00:00,I’m just sad for the table Sheldon has been hitting,im just sad for the table sheldon has been hitting
67,68,2022-01-01 23:46:35+00:00,@eldem__ @kofiklu__ The system back home dey try kill them chale. That thing go change you,the system back home dey try kill them chale that thing go change you
68,69,2022-01-01 23:46:26+00:00,@jbonzy https://t.co/lIbglGFtRo,
69,70,2022-01-01 23:46:10+00:00,Professional contract incoming 💡 https://t.co/aWGYFXzhnc,professional contract incoming
70,71,2022-01-01 23:45:59+00:00,Just posted a photo @ Adabraka https://t.co/vHg0ZiWAGG,just posted a photo adabraka
71,72,2022-01-01 23:45:54+00:00,@JoshTony17 @NURU__1 @_seventhson @shattawalegh Don't mind him.,dont mind him
72,73,2022-01-01 23:45:54+00:00,Good. Chelsea won trophies without him https://t.co/gjoDJ44bTL,good chelsea won trophies without him
73,74,2022-01-01 23:45:52+00:00,Sheldon p3 ahokyeky3 #BurnaVsShattaSpace,sheldon p3 ahokyeky3
74,75,2022-01-01 23:45:37+00:00,😂 😂 Ah Fleeko https://t.co/OwDXEbuK3x,ah fleeko
75,76,2022-01-01 23:45:37+00:00,@terry_gh1 🙏,
76,77,2022-01-01 23:45:28+00:00,Dede hunu nkoaaa https://t.co/V45cMfowro,dede hunu nkoaaa
77,78,2022-01-01 23:45:23+00:00,@TheRealBOIQ So make I delete and post when boss?,so make i delete and post when boss
78,79,2022-01-01 23:45:16+00:00,Proper talent in Ghana and not one show. These are the real issues that need to be addressed. https://t.co/avnKOZLoEi,proper talent in ghana and not one show these are the real issues that need to be addressed
79,80,2022-01-01 23:45:14+00:00,Naeto C listening nicely,naeto c listening nicely
80,81,2022-01-01 23:45:03+00:00,"@benjie112 @shattawalegh Wetin concern Jesus?
From his place to his godfather",wetin concern jesus from his place to his godfather
81,82,2022-01-01 23:44:46+00:00,@GhanaSocialU Forgive me… my last one that 😊,forgive me my last one that
82,83,2022-01-01 23:44:37+00:00,@Crentsil__ Massa you too forget,massa you too forget
83,84,2022-01-01 23:44:28+00:00,"6000 people on the space 
@boobsoverbooks pull crowd pass the moaning competition space 😂😂😂",6000 people on the space pull crowd pass the moaning competition space
84,85,2022-01-01 23:44:23+00:00,@SomtoSocial Why are you trying to cause fear and panic and instigate something which won’t ever happen. We are brothers and we love each other GH&amp;NGA,why are you trying to cause fear and panic and instigate something which wont ever happen we are brothers and we love each other ghandnga
85,86,2022-01-01 23:44:10+00:00,@abenamagis eeii,eeii
86,87,2022-01-01 23:44:05+00:00,@____akos 🤣🤣🤣 seee!,seee
87,88,2022-01-01 23:43:45+00:00,@lol_nanito Happy New Year,happy new year
88,89,2022-01-01 23:43:28+00:00,@i_Bossy__ @OwusuAnsahKof10 No dull moment in Ghana,no dull moment in ghana
89,90,2022-01-01 23:43:26+00:00,@eldem__ Bro! It’s so motivating man,bro its so motivating man
90,91,2022-01-01 23:42:59+00:00,@obaatanpaGrace Nice one,nice one
91,92,2022-01-01 23:42:51+00:00,"Stop using artificial penis!!!
The original is NOT SOLD!!!",stop using artificial penis the original is not sold
92,93,2022-01-01 23:42:24+00:00,It's 3rd Jan but we're in the first day of the year,its 3rd jan but were in the first day of the year
93,94,2022-01-01 23:42:03+00:00,@T0bey_ 😭😭😭😭😭😭,
94,95,2022-01-01 23:41:44+00:00,@RashidFrenzy @shattawalegh Lol,lol
95,96,2022-01-01 23:41:40+00:00,Lmao but what’s up the 22 for back? https://t.co/8kDZlZh3Ct,lmao but whats up the 22 for back
96,97,2022-01-01 23:41:38+00:00,Pweedyella for GHAMRO President 🙌🏽,pweedyella for ghamro president
97,98,2022-01-01 23:41:26+00:00,@Noble_SuGar 🔥 🔥 🔥,
98,99,2022-01-01 23:41:18+00:00,🤣💀 https://t.co/FRsaEUrxs5,
99,100,2022-01-01 23:41:15+00:00,@__xoAY we’re talking about entertainment,were talking about entertainment
0,101,2022-01-02 23:59:58+00:00,@BadradeenS @Kwesi_Picasso @Mr_Ceyram @Yaw_Ampofo_ @ElormBeenie Yes please 😊,yes please
1,102,2022-01-02 23:59:47+00:00,@Dommychou You know say ie de keep me away from trouble,you know say ie de keep me away from trouble
2,103,2022-01-02 23:59:45+00:00,@MR_Se7en__ @Kwesi_Picasso @Mr_Ceyram @Yaw_Ampofo_ @ElormBeenie 🤗,
3,104,2022-01-02 23:59:34+00:00,@Mo_Drillix @Kwesi_Picasso @Mr_Ceyram @Yaw_Ampofo_ @ElormBeenie @just_DOAK 😃,
4,105,2022-01-02 23:59:19+00:00,@ktwels @Kwesi_Picasso @Mr_Ceyram @Yaw_Ampofo_ @ElormBeenie Thanks 😃🤗,thanks
5,106,2022-01-02 23:59:12+00:00,SAME! https://t.co/xsfvWd5JuN,same
6,107,2022-01-02 23:58:46+00:00,@g00gle_FAiLeD Bro .. we play ky3 ooooo...herhh why?,bro we play ky3 ooooo herhh why
7,108,2022-01-02 23:58:01+00:00,@ghanayesu_ You will check someone after them chop your fingers off ! 😂,you will check someone after them chop your fingers off
8,109,2022-01-02 23:57:36+00:00,Redemption,redemption
9,110,2022-01-02 23:56:55+00:00,@ghanayesu_ The streets will catch up with you very soon 😂 time will tell !,the streets will catch up with you very soon time will tell
10,111,2022-01-02 23:56:30+00:00,#Wopre oo🤣 https://t.co/7DBywjA8ns,oo
11,112,2022-01-02 23:54:39+00:00,@mrkorsogyimi @ghanayesu_ You think street be tweeter that place nobody go retweet oo nbs beatings 😂,you think street be tweeter that place nobody go retweet oo nbs beatings
12,113,2022-01-02 23:54:23+00:00,@Ekitipikin @Jontech_tips Abeg let him post fr here😭,abeg let him post fr here
13,114,2022-01-02 23:54:12+00:00,@Nii_Upness @Kwesi_Picasso @Mr_Ceyram @Yaw_Ampofo_ @ElormBeenie 🤗,
14,115,2022-01-02 23:54:10+00:00,@Amewugah_Esq Sorry boss 🙏🏼,sorry boss
15,116,2022-01-02 23:53:42+00:00,@Bhimgains @Money_Jetli1,
16,117,2022-01-02 23:53:30+00:00,We should be looking for a DM from our academy that will fill the space Incase we lose @_DeclanRice anytime,we should be looking for a dm from our academy that will fill the space incase we lose anytime
17,118,2022-01-02 23:53:27+00:00,@UncoPaaTee @dee_load @Kwesi_Picasso @Mr_Ceyram @Yaw_Ampofo_ @ElormBeenie 😃😃,
18,119,2022-01-02 23:53:22+00:00,@principe_viii 🤣🤣🤣,
19,120,2022-01-02 23:53:13+00:00,@dee_load @UncoPaaTee @Kwesi_Picasso @Mr_Ceyram @Yaw_Ampofo_ @ElormBeenie 😃😃🤗,
20,121,2022-01-02 23:53:04+00:00,@mrkorsogyimi @ghanayesu_ Korso gyimi na ibi that go kill una 😂,korso gyimi na ibi that go kill una
21,122,2022-01-02 23:52:11+00:00,@berlamundi https://t.co/K2N5WDteL4,
22,123,2022-01-02 23:52:03+00:00,"@DimejiEgbeyemi @victorosimhen9 If there was a problem with it then his manager would have said something. The manager inspects all his players,  especially the main players. He doesn't need you to tell him how to run his page.  The people paying his salary haven't complained.",if there was a problem with it then his manager would have said something the manager inspects all his players especially the main players he doesnt need you to tell him how to run his page the people paying his salary havent complained
23,124,2022-01-02 23:51:44+00:00,"@AriLennox https://t.co/O3nM5d4VXO 

2 Bedroom, 3 Bedroom, 5 Bedroom units available.",2 bedroom 3 bedroom 5 bedroom units available
24,125,2022-01-02 23:51:05+00:00,@mcdizzzy Eiii Waec 🤣,eiii waec
25,126,2022-01-02 23:51:02+00:00,https://t.co/XyA5IQYwzA https://t.co/j7QcwMFxTX,
26,127,2022-01-02 23:50:50+00:00,Anybody available for Fifa 22 online game? Ps4,anybody available for fifa 22 online game ps4
27,128,2022-01-02 23:49:33+00:00,This was based on a survey or just a mere rant https://t.co/TWfRp0YvuC,this was based on a survey or just a mere rant
28,129,2022-01-02 23:49:10+00:00,@DimejiEgbeyemi @victorosimhen9 A lot of Brazilian stars post shit.. Even his teammate mertens posts funny comments that others deem derogatory. Just say you don't know.  You are talking out your arse. Many footballers post freely and even celebrities like rihanna and Co post memes regularly.,a lot of brazilian stars post shit even his teammate mertens posts funny comments that others deem derogatory just say you dont know you are talking out your arse many footballers post freely and even celebrities like rihanna and co post memes regularly
29,130,2022-01-02 23:48:51+00:00,@ghanayesu_ Like you go carry your cross ✝️ that day 😂 😂,like you go carry your cross that day
30,131,2022-01-02 23:48:21+00:00,"@AdamaTrd37 won’t be bad for the wings that will make @Michailantonio an easy striker for scoring 

Get it happen Moyes we ready",wont be bad for the wings that will make an easy striker for scoring get it happen moyes we ready
31,132,2022-01-02 23:46:28+00:00,@DJKopemanUK It’s a bank holiday tomorrow,its a bank holiday tomorrow
32,133,2022-01-02 23:46:08+00:00,@quame_age I won't 😏 oh 😹,i wont oh
33,134,2022-01-02 23:45:51+00:00,@FoodGHFrontline @berlamundi @giz_ghana @_GHSofficial @LabadiBeach @Kasaprekogh Beautiful initiative to help the industry,beautiful initiative to help the industry
34,135,2022-01-02 23:45:49+00:00,https://t.co/GzGDMl69cY https://t.co/lVxcXNZbWk,
35,136,2022-01-02 23:45:34+00:00,@jf_nft https://t.co/ErrxDsSk6C,
36,137,2022-01-02 23:44:59+00:00,Tell my momma I’m famous now 😂 https://t.co/PVSBM15514,tell my momma im famous now
37,138,2022-01-02 23:44:45+00:00,@gyaigyimii Thanks brother! 🙌🏿🔥,thanks brother
38,139,2022-01-02 23:44:39+00:00,@ghanayesu_ Okay show location so we meet with your gang around you lol nbs running for you aswear 😂 toy yesu 🧸,okay show location so we meet with your gang around you lol nbs running for you aswear toy yesu
39,140,2022-01-02 23:43:55+00:00,@__baffour Ano sure say you go bed,ano sure say you go bed
40,141,2022-01-02 23:43:53+00:00,Moreover shatta has lied soo many times on people,moreover shatta has lied soo many times on people
41,142,2022-01-02 23:43:43+00:00,@__baffour Adey kai paaa😌😂😂😂,adey kai paaa
42,143,2022-01-02 23:43:33+00:00,@tinalovenayram1 @Kwesi_Picasso @Mr_Ceyram @Yaw_Ampofo_ @ElormBeenie 👀,
43,144,2022-01-02 23:43:13+00:00,"I had a very long day🤧🥴 I need to rest
See you all in the morning 
I love you all😊",i had a very long day i need to rest see you all in the morning i love you all
44,145,2022-01-02 23:42:59+00:00,@PaapaVersa E be Kwame Nsiah...,e be kwame nsiah
45,146,2022-01-02 23:42:49+00:00,"@quame_age Oops sorry 
Come for massage",oops sorry come for massage
46,147,2022-01-02 23:42:48+00:00,"When an Aquarius starts Aquariusing, Satan himself sits down and take notes.😈🖤💢 @ Accra, Ghana https://t.co/tVVBxevAO3",when an aquarius starts aquariusing satan himself sits down and take notes accra ghana
47,148,2022-01-02 23:42:38+00:00,@xmxabena_ 😂 https://t.co/LHjWZ9L41V,
48,149,2022-01-02 23:41:53+00:00,@ghanayesu_ @AlkalineBack Do you have sense at all or maybe not lol you fuul like chewing gum 😂,do you have sense at all or maybe not lol you fuul like chewing gum
49,150,2022-01-02 23:40:36+00:00,"@quame_age It has no end
Training to endure brings smiles at the end",it has no end training to endure brings smiles at the end
50,151,2022-01-02 23:40:01+00:00,@tall_boy_junior @ghanayesu_ @shattawalegh https://t.co/C5mk1jaQbe,
51,152,2022-01-02 23:39:34+00:00,@1BraElvis @nana_asap Yeah,yeah
52,153,2022-01-02 23:39:27+00:00,@EdwardAsare_ @_yaaga Amen,amen
53,154,2022-01-02 23:39:19+00:00,@franswagga @Anita__Akuffo Yieee 🥂,yieee
54,155,2022-01-02 23:37:58+00:00,"Energy🔥🔥🔥
#EmmanuelUmoh #EmmanuelXEmirates https://t.co/D7qiqj57ua",energy
55,156,2022-01-02 23:37:04+00:00,Same. https://t.co/LDr86nnsul,same
56,157,2022-01-02 23:36:53+00:00,@_astridwilson I would also like to know if the banku is ready and what you're serving it with,i would also like to know if the banku is ready and what youre serving it with
57,158,2022-01-02 23:36:41+00:00,@blacksaiba @shattawalegh Him don tire me sef,him don tire me sef
58,159,2022-01-02 23:36:02+00:00,@ghanayesu_ Shatta see no block you 😂 negga fraid lol,shatta see no block you negga fraid lol
59,160,2022-01-02 23:36:00+00:00,@fokin_louie @appoe_jr,
60,161,2022-01-02 23:35:57+00:00,"New year new Fredo Fredo @ Accra Ghana, West Africa https://t.co/6vrb0hkTGb",new year new fredo fredo accra ghana west africa
61,162,2022-01-02 23:35:53+00:00,What peace of mind looks like😍 https://t.co/qxR0yD5zwn,what peace of mind looks like
62,163,2022-01-02 23:35:21+00:00,Xmen 3 https://t.co/2k7O2u8J4J,xmen 3
63,164,2022-01-02 23:34:32+00:00,So you telling me because he is your friend you talked gently about the rape issues and stuffs!!  See the way all others are quiet! Had it been any man on the street they would champion the issue,so you telling me because he is your friend you talked gently about the rape issues and stuffs see the way all others are quiet had it been any man on the street they would champion the issue
64,165,2022-01-02 23:34:28+00:00,Don’t you know who I am? I am the juggernaut bitch. https://t.co/wpyXhtoM7V,dont you know who i am i am the juggernaut bitch
65,166,2022-01-02 23:33:53+00:00,@JonathanShrager @CHIBSONY17 your guy Hasan is at work,your guy hasan is at work
66,167,2022-01-02 23:33:48+00:00,@Sweet_Khobby @Efua_1122 🔥,
67,168,2022-01-02 23:33:37+00:00,@ghanayesu_ At least I made to tweet at me 😂 😂,at least i made to tweet at me
68,169,2022-01-02 23:33:37+00:00,You know what is suprising about lydia forson’s tweet? The fact that they talked gently and even tho he didnt agree he listened!! IF IT WAS ANOTHER PERSON that had the rape allegations and issues she would not white coat this!! Well its her friend,you know what is suprising about lydia forsons tweet the fact that they talked gently and even tho he didnt agree he listened if it was another person that had the rape allegations and issues she would not white coat this well its her friend
69,170,2022-01-02 23:32:57+00:00,@ghanayesu_ Your face like zorzor 😂,your face like zorzor
70,171,2022-01-02 23:32:00+00:00,@SuavelikeLizzy that part,that part
71,172,2022-01-02 23:31:02+00:00,🙌🏽🙌🏽 https://t.co/FGb5pjUkmw,
72,173,2022-01-02 23:30:52+00:00,KONA who is around,kona who is around
73,174,2022-01-02 23:30:50+00:00,@OhenebaYaw_ @Anita__Akuffo 😁☺,
74,175,2022-01-02 23:30:34+00:00,@eyiramcomedy @Anita__Akuffo 🥂,
75,176,2022-01-02 23:30:14+00:00,@ghanayesu_ Great idiot lmao 😂 https://t.co/zITQb7bl0b,great idiot lmao
76,177,2022-01-02 23:29:48+00:00,"BEST COCKTAIL IN DA WOR'L
#GODISTHEGREATEST 
#TINYBOYMIGHYGOD 
#JUNIORJESUS 
#BLACKCHILD 
#SHORMEHBISHANGO @ Osu, Accra https://t.co/W094IGKizt",best cocktail in da worl osu accra
77,178,2022-01-02 23:29:41+00:00,Real talk! https://t.co/t7y7dZh4TP,real talk
78,179,2022-01-02 23:29:40+00:00,@madmax_dlo 😂😂😂😶‍🌫️😶‍🌫️😶‍🌫️😶‍🌫️😶‍🌫️😶‍🌫️😶‍🌫️😶‍🌫️😶‍🌫️😶‍🌫️😶‍🌫️😶‍🌫️😶‍🌫️😶‍🌫️😶‍🌫️😶‍🌫️,
79,180,2022-01-02 23:29:06+00:00,"@EllaPanford Okay 
Good",okay good
80,181,2022-01-02 23:27:29+00:00,"Just posted a photo @ New Fadama, Accra https://t.co/yCy5lMaskJ",just posted a photo new fadama accra
81,182,2022-01-02 23:27:21+00:00,Happy new year paadebrah https://t.co/2XoD1om4Wo https://t.co/BUaeDkx6lo,happy new year paadebrah
82,183,2022-01-02 23:26:14+00:00,@ghanayesu_ @SergioJnr3,
83,184,2022-01-02 23:25:49+00:00,no.. wait.. ey… https://t.co/hz2qoqZpQp,no wait ey
84,185,2022-01-02 23:25:45+00:00,my birthday is next month😻 https://t.co/waW92HIKTV,my birthday is next month
85,186,2022-01-02 23:25:18+00:00,@Bhimgains @Money_Jetli1,
86,187,2022-01-02 23:25:16+00:00,@lydiaforson @Shatakumasi @shattawalegh We love you 😘,we love you
87,188,2022-01-02 23:24:24+00:00,"if you have nothing sensible to say about this shatta and burna thing Charley just shut up 
Irritating asses 🖕🏽",if you have nothing sensible to say about this shatta and burna thing charley just shut up irritating asses
88,189,2022-01-02 23:24:10+00:00,Ah Vodafone sack dema customer care agents or what?,ah vodafone sack dema customer care agents or what
89,190,2022-01-02 23:23:58+00:00,@ghanayesu_ @shattawalegh @ghanayesu_  stupiid IDIOT! 😂 https://t.co/s04vUwSl6r,stupiid idiot
90,191,2022-01-02 23:23:58+00:00,@WahabJr07 @GhanamanTips Follow the blue icon bro https://t.co/Gund6xsOck,follow the blue icon bro
91,192,2022-01-02 23:23:48+00:00,Amen https://t.co/wCGJbDX6c3,amen
92,193,2022-01-02 23:23:34+00:00,I’m soooo waved I haven’t snapped apologies but the last hour was a movie.,im soooo waved i havent snapped apologies but the last hour was a movie
93,194,2022-01-02 23:23:13+00:00,Welp looks like nobody’s picking up their phone,welp looks like nobodys picking up their phone
94,195,2022-01-02 23:22:58+00:00,@gyaigyimii Wo kwasia line,wo kwasia line
95,196,2022-01-02 23:22:37+00:00,@BennettBenk @dr_vision1 @shattawalegh And we are feeding Ghana police if not for we the Nigerians leaving in Ghana ur Police won't have money check ur fucking country well,and we are feeding ghana police if not for we the nigerians leaving in ghana ur police wont have money check ur fucking country well
96,197,2022-01-02 23:22:04+00:00,Of cos they will frame Lim Soo-Ho 😒🤦🏽‍♀️ #snowdrop,of cos they will frame lim soo ho
97,198,2022-01-02 23:22:03+00:00,"@Ajiricocoa Thank you 
Was pretty worth my time",thank you was pretty worth my time
98,199,2022-01-02 23:21:49+00:00,Be Christ like to your neighbor.,be christ like to your neighbor
99,200,2022-01-02 23:21:25+00:00,@VoskiKat Big time 😂,big time
0,201,2022-01-03 23:59:52+00:00,@dima_goncalves Wird ganz einfach 💪🏽,wird ganz einfach
1,202,2022-01-03 23:59:42+00:00,@f9influencer Kinda,kinda
2,203,2022-01-03 23:59:12+00:00,@official_gavnah @ghanayesu_ 🙄,
3,204,2022-01-03 23:58:14+00:00,Wounded.,wounded
4,205,2022-01-03 23:58:13+00:00,@oseicassius_ @uncommonbreed69 @Slim233_ https://t.co/ZaE2esif4v,
5,206,2022-01-03 23:58:10+00:00,@Nicholasasiedu1 I tell you,i tell you
6,207,2022-01-03 23:58:00+00:00,I need to do up recovery. I’m actually finished.,i need to do up recovery im actually finished
7,208,2022-01-03 23:57:55+00:00,@kobby_Gaisie 😂😂😂🤣🤣true,true
8,209,2022-01-03 23:57:51+00:00,"I’m about to do an all night, just downloading anime series nkoaa till daybreak 😅 https://t.co/j44NVc4K1x",im about to do an all night just downloading anime series nkoaa till daybreak
9,210,2022-01-03 23:57:18+00:00,Don't expect people to understand your grind when God didn't give them your vision,dont expect people to understand your grind when god didnt give them your vision
10,211,2022-01-03 23:56:57+00:00,@kento233 😭😭😭,
11,212,2022-01-03 23:56:53+00:00,@Nicholasasiedu1 How you fit sack club legend go take PE teacher?  Make it make sense,how you fit sack club legend go take pe teacher make it make sense
12,213,2022-01-03 23:56:26+00:00,@official_gavnah @ghanayesu_ You can't tell me hort to do,you cant tell me hort to do
13,214,2022-01-03 23:56:16+00:00,"Are you sleeping with Two legs or Four Legs ? 

@IzzatElKhawaja 😂😂😂",are you sleeping with two legs or four legs
14,215,2022-01-03 23:56:15+00:00,"@__agyapong If it’s Kojo Antwi then am 1000% in 
#MrMusicMan",if its kojo antwi then am 1000 in
15,216,2022-01-03 23:56:00+00:00,AYU! Wo ho! @ God's Grace International School Alumni https://t.co/0ydj9Ll8sK,ayu wo ho gods grace international school alumni
16,217,2022-01-03 23:56:00+00:00,Top top 💯 https://t.co/cfyw4gHTiK,top top
17,218,2022-01-03 23:55:03+00:00,Ghana is SWEET,ghana is sweet
18,219,2022-01-03 23:54:09+00:00,@al_Bert_ 😂😂 Danke,danke
